ID,Question_Number,Module_ID,Module_Name,Year_Group,Strand,Substrand,Level,Difficulty_Score,Question_Type,Question_Text,Visual_Type,Question_Data_JSON,Correct_Answer,Answer_Type,Options_JSON,Hint,Tags,Generated_At,Parameters_JSON
N04_Y2_NPV_1762009300577_8tcqv355i,3,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",3,65,text_input,"What number is marked on the number line?


            
                
                0
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                50
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                ▼",number_line,"{""originalText"":""What number is marked on the number line?\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">50</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick marked\"">\n                <div class=\""marker\"">▼</div>\n                \n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[0,50]}",100,numeric,,Look at the position between the marked numbers,text_input; number_line; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number""],""number_line_max"":100,""estimation_ranges"":[[0,25],[25,50],[50,75],[75,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_8af67027t,4,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",3,65,text_input,"Start at 53 on a number line. Jump forward 2 times, each jump of 10. Where do you land?",text_input,"{""originalText"":""Start at 53 on a number line. Jump forward 2 times, each jump of 10. Where do you land?"",""type"":""place_value"",""number"":53,""operation"":""generic""}",73,numeric,,"Multiply 10 by 2, then add to 53",text_input; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number""],""number_line_max"":100,""estimation_ranges"":[[0,25],[25,50],[50,75],[75,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_lkbzj8h1u,5,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",3,65,text_input,"Start at 12 on a number line. Jump forward 2 times, each jump of 5. Where do you land?",text_input,"{""originalText"":""Start at 12 on a number line. Jump forward 2 times, each jump of 5. Where do you land?"",""type"":""place_value"",""number"":12,""operation"":""generic""}",22,numeric,,"Multiply 5 by 2, then add to 12",text_input; number-and-place-value; year-2; op-number_line_position; op-number_line_between; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_position"",""number_line_between"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number""],""number_line_max"":100,""estimation_ranges"":[[0,25],[25,50],[50,75],[75,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_gt2e9s4bo,1,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",4,85,multiple_choice,"On a number line from 0 to 100, three numbers are marked: 38, 4, 20. Which position shows 38?",multiple_choice,"{""originalText"":""On a number line from 0 to 100, three numbers are marked: 38, 4, 20. Which position shows 38?"",""type"":""place_value"",""number"":0,""operation"":""generic""}",38,single_choice,"[20,0,10,38]",Find the position of 38 on the line,multiple_choice; multiple-choice; number-and-place-value; year-2; op-number_line_multiple_positions; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_multiple_positions"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation""],""number_line_max"":100,""estimation_ranges"":[[0,30],[30,60],[60,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_22ydt3uya,2,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",4,85,multiple_choice,Which range best estimates 33?,multiple_choice,"{""originalText"":""Which range best estimates 33?"",""type"":""place_value"",""number"":33,""operation"":""generic""}",30 to 60,single_choice,"[""0 to 30"",""30 to 60"",""60 to 100""]",Think about which range 33 falls between,multiple_choice; multiple-choice; number-and-place-value; year-2; op-number_line_multiple_positions; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_multiple_positions"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation""],""number_line_max"":100,""estimation_ranges"":[[0,30],[30,60],[60,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_rapmtxh06,3,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",4,85,multiple_choice,"In the number 42, what is the value of the digit in the ones place?",multiple_choice,"{""originalText"":""In the number 42, what is the value of the digit in the ones place?"",""type"":""place_value"",""number"":42,""operation"":""identify_digit""}",2,single_choice,"[40,2]","Think about the place value, not just the digit",multiple_choice; multiple-choice; number-and-place-value; year-2; op-number_line_multiple_positions; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_multiple_positions"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation""],""number_line_max"":100,""estimation_ranges"":[[0,30],[30,60],[60,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_mtfoi8dg7,4,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",4,85,multiple_choice,"On a number line from 0 to 100, three numbers are marked: 3, 94, 2. Which position shows 2?",multiple_choice,"{""originalText"":""On a number line from 0 to 100, three numbers are marked: 3, 94, 2. Which position shows 2?"",""type"":""place_value"",""number"":0,""operation"":""generic""}",2,single_choice,"[10,20,30,2]",Find the position of 2 on the line,multiple_choice; multiple-choice; number-and-place-value; year-2; op-number_line_multiple_positions; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_multiple_positions"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation""],""number_line_max"":100,""estimation_ranges"":[[0,30],[30,60],[60,100]],""place_value_max"":100}"
N04_Y2_NPV_1762009300577_re1llkpex,5,N04_Y2_NPV,"N04_Y2_NPV: Identify, Represent and Estimate Numbers",Year 2,Number and Place Value,"Identify, represent and estimate; rounding",4,85,multiple_choice,"In the number 18, what is the value of the digit in the ones place?",multiple_choice,"{""originalText"":""In the number 18, what is the value of the digit in the ones place?"",""type"":""place_value"",""number"":18,""operation"":""identify_digit""}",8,single_choice,"[8,10]","Think about the place value, not just the digit",multiple_choice; multiple-choice; number-and-place-value; year-2; op-number_line_multiple_positions; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; numbers-to-100,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":100,""operations"":[""number_line_multiple_positions"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation""],""number_line_max"":100,""estimation_ranges"":[[0,30],[30,60],[60,100]],""place_value_max"":100}"
N04_Y3_NPV_1762009300577_nfbsdcp5p,1,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",1,27,text_input,"What number is marked on the number line?


            
                
                0
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                100
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                ▼
                
            
        
            
                
                200",number_line,"{""originalText"":""What number is marked on the number line?\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">100</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick marked\"">\n                <div class=\""marker\"">▼</div>\n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">200</div>\n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[0,100,200]}",181,numeric,,Use the labeled marks to estimate the position,text_input; number_line; number-and-place-value; year-3; op-number_line_position; op-number_line_between; op-estimate_position; op-place_value_representation; op-partition_number; numbers-to-1000,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":200,""operations"":[""number_line_position"",""number_line_between"",""estimate_position"",""place_value_representation"",""partition_number""],""number_line_max"":200,""estimation_ranges"":[[0,50],[50,100],[100,150],[150,200]],""place_value_max"":200}"
N04_Y3_NPV_1762009300577_hrlyy83p7,2,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",1,27,multiple_choice,Which range best estimates 199?,multiple_choice,"{""originalText"":""Which range best estimates 199?"",""type"":""place_value"",""number"":199,""operation"":""generic""}",150 to 200,single_choice,"[""0 to 50"",""50 to 100"",""100 to 150"",""150 to 200""]",Think about which range 199 falls between,multiple_choice; multiple-choice; number-and-place-value; year-3; op-number_line_position; op-number_line_between; op-estimate_position; op-place_value_representation; op-partition_number; numbers-to-1000,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":200,""operations"":[""number_line_position"",""number_line_between"",""estimate_position"",""place_value_representation"",""partition_number""],""number_line_max"":200,""estimation_ranges"":[[0,50],[50,100],[100,150],[150,200]],""place_value_max"":200}"
N04_Y3_NPV_1762009300577_7flbk68zz,3,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",1,27,text_input,Write 184 as a sum of its place values,text_input,"{""originalText"":""Write 184 as a sum of its place values"",""type"":""place_value"",""number"":184,""operation"":""place_value""}",4+80+100,numeric,,"Break the number into hundreds, tens, and ones",text_input; number-and-place-value; year-3; op-number_line_position; op-number_line_between; op-estimate_position; op-place_value_representation; op-partition_number; numbers-to-1000,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":200,""operations"":[""number_line_position"",""number_line_between"",""estimate_position"",""place_value_representation"",""partition_number""],""number_line_max"":200,""estimation_ranges"":[[0,50],[50,100],[100,150],[150,200]],""place_value_max"":200}"
N04_Y3_NPV_1762009300577_rvc9veaqe,4,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",1,27,text_input,Write 145 as a sum of its place values,text_input,"{""originalText"":""Write 145 as a sum of its place values"",""type"":""place_value"",""number"":145,""operation"":""place_value""}",5+40+100,numeric,,"Break the number into hundreds, tens, and ones",text_input; number-and-place-value; year-3; op-number_line_position; op-number_line_between; op-estimate_position; op-place_value_representation; op-partition_number; numbers-to-1000,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":200,""operations"":[""number_line_position"",""number_line_between"",""estimate_position"",""place_value_representation"",""partition_number""],""number_line_max"":200,""estimation_ranges"":[[0,50],[50,100],[100,150],[150,200]],""place_value_max"":200}"
N04_Y3_NPV_1762009300577_jspkfj9jw,5,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",1,27,multiple_choice,Which range best estimates 157?,multiple_choice,"{""originalText"":""Which range best estimates 157?"",""type"":""place_value"",""number"":157,""operation"":""generic""}",150 to 200,single_choice,"[""0 to 50"",""50 to 100"",""100 to 150"",""150 to 200""]",Think about which range 157 falls between,multiple_choice; multiple-choice; number-and-place-value; year-3; op-number_line_position; op-number_line_between; op-estimate_position; op-place_value_representation; op-partition_number; numbers-to-1000,2025-11-01T15:01:40.577Z,"{""min_value"":0,""max_value"":200,""operations"":[""number_line_position"",""number_line_between"",""estimate_position"",""place_value_representation"",""partition_number""],""number_line_max"":200,""estimation_ranges"":[[0,50],[50,100],[100,150],[150,200]],""place_value_max"":200}"
N04_Y3_NPV_1762009300578_uxzn65mzg,1,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",2,47,text_input,"Start at 300 on a number line. Jump forward 4 times, each jump of 25. Where do you land?",text_input,"{""originalText"":""Start at 300 on a number line. Jump forward 4 times, each jump of 25. Where do you land?"",""type"":""place_value"",""number"":300,""operation"":""generic""}",400,numeric,,"Multiply 25 by 4, then add to 300",text_input; number-and-place-value; year-3; op-number_line_position; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":500,""operations"":[""number_line_position"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation""],""number_line_max"":500,""estimation_ranges"":[[0,100],[100,300],[300,500]],""place_value_max"":500}"
N04_Y3_NPV_1762009300578_ltp51238b,2,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",2,47,multiple_choice,Which range best estimates 11?,multiple_choice,"{""originalText"":""Which range best estimates 11?"",""type"":""place_value"",""number"":11,""operation"":""generic""}",0 to 100,single_choice,"[""0 to 100"",""100 to 300"",""300 to 500""]",Think about which range 11 falls between,multiple_choice; multiple-choice; number-and-place-value; year-3; op-number_line_position; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":500,""operations"":[""number_line_position"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation""],""number_line_max"":500,""estimation_ranges"":[[0,100],[100,300],[300,500]],""place_value_max"":500}"
N04_Y3_NPV_1762009300578_j0ql0ii8a,3,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",2,47,multiple_choice,Which range best estimates 200?,multiple_choice,"{""originalText"":""Which range best estimates 200?"",""type"":""place_value"",""number"":200,""operation"":""generic""}",100 to 300,single_choice,"[""0 to 100"",""100 to 300"",""300 to 500""]",Think about which range 200 falls between,multiple_choice; multiple-choice; number-and-place-value; year-3; op-number_line_position; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":500,""operations"":[""number_line_position"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation""],""number_line_max"":500,""estimation_ranges"":[[0,100],[100,300],[300,500]],""place_value_max"":500}"
N04_Y3_NPV_1762009300578_21acxg99y,4,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",2,47,text_input,"Start at 192 on a number line. Jump forward 2 times, each jump of 10. Where do you land?",text_input,"{""originalText"":""Start at 192 on a number line. Jump forward 2 times, each jump of 10. Where do you land?"",""type"":""place_value"",""number"":192,""operation"":""generic""}",212,numeric,,"Multiply 10 by 2, then add to 192",text_input; number-and-place-value; year-3; op-number_line_position; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":500,""operations"":[""number_line_position"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation""],""number_line_max"":500,""estimation_ranges"":[[0,100],[100,300],[300,500]],""place_value_max"":500}"
N04_Y3_NPV_1762009300578_tlqe3a28y,5,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",2,47,text_input,"Start at 28 on a number line. Jump forward 5 times, each jump of 25. Where do you land?",text_input,"{""originalText"":""Start at 28 on a number line. Jump forward 5 times, each jump of 25. Where do you land?"",""type"":""place_value"",""number"":28,""operation"":""generic""}",153,numeric,,"Multiply 25 by 5, then add to 28",text_input; number-and-place-value; year-3; op-number_line_position; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":500,""operations"":[""number_line_position"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation""],""number_line_max"":500,""estimation_ranges"":[[0,100],[100,300],[300,500]],""place_value_max"":500}"
N04_Y3_NPV_1762009300578_iwc1jpmjq,1,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",3,67,multiple_choice,"In the number 753, what is the value of the digit in the tens place?",multiple_choice,"{""originalText"":""In the number 753, what is the value of the digit in the tens place?"",""type"":""place_value"",""number"":753,""operation"":""identify_digit""}",50,single_choice,"[700,3,50,5]","Think about the place value, not just the digit",multiple_choice; multiple-choice; number-and-place-value; year-3; op-number_line_position; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; op-estimate_midpoint; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":1000,""operations"":[""number_line_position"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation"",""estimate_midpoint""],""number_line_max"":1000,""estimation_ranges"":[[0,250],[250,500],[500,750],[750,1000]],""place_value_max"":1000}"
N04_Y3_NPV_1762009300578_9mludjvfd,2,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",3,67,text_input,Write 370 as a sum of its place values,text_input,"{""originalText"":""Write 370 as a sum of its place values"",""type"":""place_value"",""number"":370,""operation"":""place_value""}",70+300,numeric,,"Break the number into hundreds, tens, and ones",text_input; number-and-place-value; year-3; op-number_line_position; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; op-estimate_midpoint; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":1000,""operations"":[""number_line_position"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation"",""estimate_midpoint""],""number_line_max"":1000,""estimation_ranges"":[[0,250],[250,500],[500,750],[750,1000]],""place_value_max"":1000}"
N04_Y3_NPV_1762009300578_a8au1px7l,3,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",3,67,multiple_choice,Estimate 26 - 444,multiple_choice,"{""originalText"":""Estimate 26 - 444"",""type"":""place_value"",""number"":26,""operation"":""generic""}",-370,single_choice,[-370],"Round the numbers first, then calculate",multiple_choice; multiple-choice; number-and-place-value; year-3; op-number_line_position; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; op-estimate_midpoint; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":1000,""operations"":[""number_line_position"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation"",""estimate_midpoint""],""number_line_max"":1000,""estimation_ranges"":[[0,250],[250,500],[500,750],[750,1000]],""place_value_max"":1000}"
N04_Y3_NPV_1762009300578_pskb1v094,4,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",3,67,multiple_choice,Which range best estimates 418?,multiple_choice,"{""originalText"":""Which range best estimates 418?"",""type"":""place_value"",""number"":418,""operation"":""generic""}",250 to 500,single_choice,"[""0 to 250"",""250 to 500"",""500 to 750"",""750 to 1,000""]",Think about which range 418 falls between,multiple_choice; multiple-choice; number-and-place-value; year-3; op-number_line_position; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; op-estimate_midpoint; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":1000,""operations"":[""number_line_position"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation"",""estimate_midpoint""],""number_line_max"":1000,""estimation_ranges"":[[0,250],[250,500],[500,750],[750,1000]],""place_value_max"":1000}"
N04_Y3_NPV_1762009300578_mfjfpj5yd,5,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",3,67,text_input,"Start at 579 on a number line. Jump forward 3 times, each jump of 25. Where do you land?",text_input,"{""originalText"":""Start at 579 on a number line. Jump forward 3 times, each jump of 25. Where do you land?"",""type"":""place_value"",""number"":579,""operation"":""generic""}",654,numeric,,"Multiply 25 by 3, then add to 579",text_input; number-and-place-value; year-3; op-number_line_position; op-number_line_jump; op-estimate_position; op-place_value_representation; op-partition_number; op-estimate_calculation; op-estimate_midpoint; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":1000,""operations"":[""number_line_position"",""number_line_jump"",""estimate_position"",""place_value_representation"",""partition_number"",""estimate_calculation"",""estimate_midpoint""],""number_line_max"":1000,""estimation_ranges"":[[0,250],[250,500],[500,750],[750,1000]],""place_value_max"":1000}"
N04_Y3_NPV_1762009300578_s00r9d8uf,1,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",4,87,text_input,578 can be written as which sum?,text_input,"{""originalText"":""578 can be written as which sum?"",""type"":""place_value"",""number"":578,""operation"":""generic""}",8+70+500,numeric,,Break the number into place values,text_input; number-and-place-value; year-3; op-number_line_multiple_positions; op-number_line_jump; op-estimate_position; op-partition_number; op-estimate_calculation; op-estimate_midpoint; op-compare_representations; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":1000,""operations"":[""number_line_multiple_positions"",""number_line_jump"",""estimate_position"",""partition_number"",""estimate_calculation"",""estimate_midpoint"",""compare_representations""],""number_line_max"":1000,""estimation_ranges"":[[0,200],[200,500],[500,800],[800,1000]],""place_value_max"":1000}"
N04_Y3_NPV_1762009300578_1q3ojo8an,2,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",4,87,text_input,Write 397 as a sum of its place values,text_input,"{""originalText"":""Write 397 as a sum of its place values"",""type"":""place_value"",""number"":397,""operation"":""place_value""}",7+90+300,numeric,,"Break the number into hundreds, tens, and ones",text_input; number-and-place-value; year-3; op-number_line_multiple_positions; op-number_line_jump; op-estimate_position; op-partition_number; op-estimate_calculation; op-estimate_midpoint; op-compare_representations; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":1000,""operations"":[""number_line_multiple_positions"",""number_line_jump"",""estimate_position"",""partition_number"",""estimate_calculation"",""estimate_midpoint"",""compare_representations""],""number_line_max"":1000,""estimation_ranges"":[[0,200],[200,500],[500,800],[800,1000]],""place_value_max"":1000}"
N04_Y3_NPV_1762009300578_gym51r09e,3,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",4,87,multiple_choice,What number is approximately halfway between 474 and 580?,multiple_choice,"{""originalText"":""What number is approximately halfway between 474 and 580?"",""type"":""place_value"",""number"":474,""operation"":""generic""}",527,single_choice,"[577,351,527,477]",Find the middle by adding and dividing by 2,multiple_choice; multiple-choice; number-and-place-value; year-3; op-number_line_multiple_positions; op-number_line_jump; op-estimate_position; op-partition_number; op-estimate_calculation; op-estimate_midpoint; op-compare_representations; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":1000,""operations"":[""number_line_multiple_positions"",""number_line_jump"",""estimate_position"",""partition_number"",""estimate_calculation"",""estimate_midpoint"",""compare_representations""],""number_line_max"":1000,""estimation_ranges"":[[0,200],[200,500],[500,800],[800,1000]],""place_value_max"":1000}"
N04_Y3_NPV_1762009300578_lebow7ol2,4,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",4,87,text_input,506 can be written as which sum?,text_input,"{""originalText"":""506 can be written as which sum?"",""type"":""place_value"",""number"":506,""operation"":""generic""}",6+500,numeric,,Break the number into place values,text_input; number-and-place-value; year-3; op-number_line_multiple_positions; op-number_line_jump; op-estimate_position; op-partition_number; op-estimate_calculation; op-estimate_midpoint; op-compare_representations; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":1000,""operations"":[""number_line_multiple_positions"",""number_line_jump"",""estimate_position"",""partition_number"",""estimate_calculation"",""estimate_midpoint"",""compare_representations""],""number_line_max"":1000,""estimation_ranges"":[[0,200],[200,500],[500,800],[800,1000]],""place_value_max"":1000}"
N04_Y3_NPV_1762009300578_m2hi3o0ib,5,N04_Y3_NPV,"N04_Y3_NPV: Identify, Represent and Estimate",Year 3,Number and Place Value,"Identify, represent and estimate; rounding",4,87,multiple_choice,Which represents the same number as 90 + 800?,multiple_choice,"{""originalText"":""Which represents the same number as 90 + 800?"",""type"":""place_value"",""number"":90,""operation"":""generic""}",890,single_choice,"[890,990,900,790]",Calculate the sum of the parts,multiple_choice; multiple-choice; number-and-place-value; year-3; op-number_line_multiple_positions; op-number_line_jump; op-estimate_position; op-partition_number; op-estimate_calculation; op-estimate_midpoint; op-compare_representations; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":0,""max_value"":1000,""operations"":[""number_line_multiple_positions"",""number_line_jump"",""estimate_position"",""partition_number"",""estimate_calculation"",""estimate_midpoint"",""compare_representations""],""number_line_max"":1000,""estimation_ranges"":[[0,200],[200,500],[500,800],[800,1000]],""place_value_max"":1000}"
