original_pundex,topic_id,question_id,question_text,answer_type,correct_answer,alternative_answer_1
4,445,6937,Which number is halfway between 2 and 11/4?,text_input,2 3/8,
4,445,6938,A bag of flour weighs 12/5 kg. A bag of sugar weighs 2 1/5 kg. What is the difference in their weights?,text_input,01-May,
4,445,6939,What do you need to subtract from 17/5 to get 3?,text_input,02-May,
4,445,6940,Find the sum of 1 3/8 and 5/8. Write as a simplified mixed number.,text_input,2,
4,445,6941,"A painter mixes 5/4 litres of white paint with 1/4 litre of blue paint. How much paint is there in total, as a mixed number?",text_input,1 1/2,
4,445,6942,"If you add 2/3 to an unknown number, you get 5/3. What is the unknown number?",text_input,1,
4,445,6943,"Which is the odd one out? 5/2, 2.5, 2 1/2, 3 1/2",text_input,3 1/2,
4,445,6944,A rectangle has a length of 7/2 cm and a width of 1 1/2 cm. What is its perimeter as a mixed number?,text_input,10,
4,445,6945,"What is the result of 11/5 + 1 4/5, as an improper fraction?",text_input,20-May,
1,61,6946,Count in 2s starting from 0. What number comes after 2?,text_input,4,
1,61,6947,Count in 2s starting from 0. What number comes after 8?,text_input,10,
1,61,6948,Start at 0 and count in 2s. What is the next number after 12?,text_input,14,
1,61,6949,Start at 0 and count in 2s. What is the next number after 18?,text_input,20,
1,61,6950,"Look at the sequence: 0, 2, 4, 6. What is the next number?",text_input,8,
1,61,6951,Count in 5s starting from 0. What number comes after 0?,text_input,5,
1,61,6952,Count in 5s starting from 0. What number comes after 5?,text_input,10,
1,61,6953,Start at 0 and count in 5s. What is the next number after 10?,text_input,15,
1,61,6954,Start at 0 and count in 5s. What is the next number after 15?,text_input,20,
1,61,6955,"Look at the sequence: 0, 5, 10. What is the next number?",text_input,15,
1,61,6956,Count in 10s starting from 0. What number comes after 0?,text_input,10,
1,61,6957,Count in 10s starting from 0. What number comes after 10?,text_input,20,
1,61,6958,Start at 0 and count in 10s. What is the next number after 20?,text_input,30,
1,61,6959,"Look at the sequence: 0, 10. What is the next number?",text_input,20,
1,61,6960,Count forwards in twos from 0. What number is next after 16?,text_input,18,
1,61,6961,Count forwards in fives from 0. What is the next number?,text_input,5,
1,61,6962,Count forwards in tens from 0. What is the next number after 10?,text_input,20,
1,61,6963,"Count in 2s: 0, 2, 4, __. What is the next number?",text_input,6,
1,61,6964,"Count in 5s: 0, 5, 10, __. What is the next number?",text_input,15,
1,61,6965,"Count in 10s: 0, 10, 20, __. What is the next number?",text_input,30,
1,61,6966,What comes after 14 when counting in 2s from 0?,text_input,16,
1,61,6967,What comes after 10 when counting in 5s from 0?,text_input,15,
1,61,6968,What comes after 0 when counting in 10s?,text_input,10,
1,61,6969,Count in 2s. What is the next multiple of 2 after 6?,text_input,8,
1,61,6970,Count in 5s. What is the next multiple of 5 after 0?,text_input,5,
2,61,6971,"Count forwards in 2s from 0. What is the missing number? 6, 8, __, 12.",text_input,10,
2,61,6972,"Count backwards in 2s from 20. What is the missing number? 16, 14, __, 10.",text_input,12,
2,61,6973,"Count forwards in 5s from 0. What is the missing number? 15, 20, __, 30.",text_input,25,
2,61,6974,Count backwards in 5s from 30. What number comes before 20?,text_input,25,
2,61,6975,"Count forwards in 10s from 0. What is the missing number? 20, __, 40.",text_input,30,
2,61,6976,"Count backwards in 10s from 50. What is the missing number? 50, 40, __, 20.",text_input,30,
2,61,6977,Is the number 12 odd or even?,text_input,Even,
2,61,6978,Is the number 7 odd or even?,text_input,Odd,
2,61,6979,Is the number 18 odd or even?,text_input,Even,
2,61,6980,Is the number 15 odd or even?,text_input,Odd,
2,61,6981,Is the number 20 odd or even?,text_input,Even,
2,61,6982,"Which of these numbers is even: 11, 14, 17?",text_input,14,
2,61,6983,"Which of these numbers is odd: 10, 13, 16?",text_input,13,
2,61,6984,"Count forwards in 2s from 0 up to 30. What number is missing? 22, 24, __, 28.",text_input,26,
2,61,6985,Count backwards in 5s from 45. What number comes before 40?,text_input,45,
2,61,6986,"Count forwards in 10s from 0. What is the missing number? 30, __, 50.",text_input,40,
2,61,6987,What even number comes just before 10?,text_input,8,
2,61,6988,What odd number comes just after 17?,text_input,19,
2,61,6989,"Count backwards in 2s from 10. What is the missing number? 10, 8, __, 4.",text_input,6,
2,61,6990,"Count forwards in 5s: 30, 35, 40, __. What is next?",text_input,45,
2,61,6991,Count backwards in 10s from 50. What is the next number?,text_input,40,
2,61,6992,Is 2 an odd or even number?,text_input,Even,
2,61,6993,Is 19 an odd or even number?,text_input,Odd,
2,61,6994,"What number is missing? 30, 35, __, 45.",text_input,40,
2,61,6995,"What number is missing? 18, 16, __, 12.",text_input,14,
3,61,6996,Count forwards in 5s from 0. What is the 8th number in the sequence?,text_input,40,
3,61,6997,Count forwards in 10s from 0. What is the 7th number in the sequence?,text_input,70,
3,61,6998,Count backwards in 2s from 100. What number comes after 92?,text_input,90,
3,61,6999,Count backwards in 5s from 100. What number comes after 85?,text_input,80,
3,61,7000,Is the number 58 odd or even?,text_input,Even,
3,61,7001,Is the number 99 odd or even?,text_input,Odd,
3,61,7002,"Is the statement ""All multiples of 10 are even"" true or false?",text_input,TRUE,
3,61,7003,"Is the statement ""All multiples of 5 are odd"" true or false?",text_input,FALSE,
3,61,7004,"What is the missing number in this sequence? 80, 85, __, 95, 100.",text_input,90,
3,61,7005,"What is the missing number in this sequence? 70, 60, __, 40.",text_input,50,
3,61,7006,"What is the missing number in this sequence? 52, 54, __, 58.",text_input,56,
3,61,7007,"If you count in 2s from 0, what is the 10th number?",text_input,20,
3,61,7008,"If you count in 5s from 0, what is the 6th number?",text_input,30,
3,61,7009,"If you count in 10s from 0, what is the 9th number?",text_input,90,
3,61,7010,Count backwards from 100 in 10s. What is the 4th number you say?,text_input,60,
3,61,7011,What even number comes just before 80?,text_input,78,
3,61,7012,What odd number comes just after 89?,text_input,91,
3,61,7013,"Which is the odd one out? 20, 25, 30, 40.",text_input,25,
3,61,7014,What pattern do you see in the ones digit when you count in 5s?,text_input,It is always 5 or 0,5 or 0
3,61,7015,"Count backwards in 2s from 60. What number is missing? 56, __, 52.",text_input,54,
3,61,7016,Count forwards in 5s from 70. What are the next two numbers?,text_input,75 and 80,"75, 80"
3,61,7017,What is the even number between 91 and 93?,text_input,92,
3,61,7018,"Counting in 10s, what comes just before 100?",text_input,90,
3,61,7019,Is 76 an odd or even number?,text_input,Even,
3,61,7020,Is 41 an odd or even number?,text_input,Odd,
4,61,7021,Start at 1 and count forwards in 2s. What is the next number?,text_input,3,
4,61,7022,Start at 99 and count backwards in 2s. What is the next number?,text_input,97,
4,61,7023,Start at 4 and count forwards in 5s. What is the next number?,text_input,9,
4,61,7024,Start at 53 and count backwards in 10s. What is the next number?,text_input,43,
4,61,7025,"Which number is wrong in this sequence of 2s? 10, 12, 15, 16, 18.",text_input,15,
4,61,7026,"Which number is wrong in this sequence of 5s? 25, 30, 34, 40, 45.",text_input,34,
4,61,7027,"Which number is wrong in this sequence of 10s? 60, 70, 80, 85, 90.",text_input,85,
4,61,7028,There are 8 pairs of socks. How many socks are there altogether?,text_input,16,
4,61,7029,How many fingers and thumbs are there on 5 hands?,text_input,25,
4,61,7030,I have 7 ten-pence coins. How much money do I have in pence?,text_input,70,70p
4,61,7031,Start at 21. Count forwards in 5s. What is the third number you say?,text_input,36,
4,61,7032,Start at 88. Count backwards in 2s. What is the fourth number you say?,text_input,80,
4,61,7033,"If you add two even numbers together, is the answer always odd or even?",text_input,Even,
4,61,7034,"If you add an odd number and an even number, is the answer always odd or even?",text_input,Odd,
4,61,7035,"Correct the mistake in this sequence: 40, 50, 55, 60, 70.",text_input,55,
4,61,7036,Start at 13 and count forwards in 10s. What number comes after 23?,text_input,33,
4,61,7037,Start at 94 and count backwards in 5s. What number comes before 89?,text_input,94,
4,61,7038,There are 15 children. Can they be split into two equal teams for a game? Yes or no?,text_input,No,
4,61,7039,"To make 90 pence, how many 10p coins are required?",text_input,9,
4,61,7040,How many groups of 5 are there in 20?,text_input,4,
4,61,7041,"I count in 2s from 7. The numbers are 9, 11, 13... Is 21 in my sequence?",text_input,Yes,
4,61,7042,"I count in 5s from 2. The numbers are 7, 12, 17... Will I ever say the number 25?",text_input,No,
4,61,7043,I count in 10s from 34. What are the next three numbers?,text_input,"44, 54, 64",
4,61,7044,A hotel has rooms numbered 50 to 100. How many rooms have a number that is a multiple of 10?,text_input,6,
4,61,7045,What is the largest even number less than 100?,text_input,98,
1,483,7046,"A line graph shows the temperature over 5 hours. At hour 2, the temperature was 15°C. What was the temperature at hour 2?",text_input,15,15°C
1,483,7047,"A line graph tracks plant growth. On Day 3, the plant was 8cm tall. How tall was the plant on Day 3?",text_input,8cm,8
1,483,7048,"A line graph shows the number of cars in a car park. At 10 am, there were 20 cars. How many cars were there at 10 am?",text_input,20,Twenty
1,483,7049,"A simple line graph shows the number of books read each month. In March, 5 books were read. How many books were read in March?",text_input,5,Five
1,483,7050,"A line graph plots the distance walked over 4 days. On Day 1, the distance was 3km. What was the distance on Day 1?",text_input,3km,3
1,483,7051,"A line graph shows the number of goals scored in 5 games. In Game 4, 2 goals were scored. How many goals were scored in Game 4?",text_input,2,Two
1,483,7052,"A line graph tracks the level of water in a tank. At 1 pm, the level was 10 litres. What was the water level at 1 pm?",text_input,10 litres,10
1,483,7053,"A line graph shows website visitors over 5 days. On Wednesday, there were 50 visitors. How many visitors were there on Wednesday?",text_input,50,Fifty
1,483,7054,"A simple line graph shows a child's height over 4 years. At age 8, the height was 120cm. What was the height at age 8?",text_input,120cm,120
1,483,7055,"A line graph plots rainfall for 5 months. In May, the rainfall was 40mm. How much rain fell in May?",text_input,40mm,40
1,483,7056,"A line graph shows the number of apples sold. On Monday, 25 apples were sold. How many apples were sold on Monday?",text_input,25,Twenty-five
1,483,7057,"A line graph tracks savings. In Week 2, the savings were £12. How much was saved in Week 2?",text_input,12,£12
1,483,7058,"A line graph shows the temperature at different times. At midday, the temperature was 18°C. What was the temperature at midday?",text_input,18,18°C
1,483,7059,"A line graph shows the number of birds seen. At 3 pm, 14 birds were seen. How many birds were seen at 3 pm?",text_input,14,Fourteen
1,483,7060,"A line graph plots the number of pages read. After 4 days, 50 pages were read. How many pages were read after 4 days?",text_input,50,Fifty
1,483,7061,"A line graph shows the speed of a car. At 30 seconds, the speed was 40 mph. What was the speed at 30 seconds?",text_input,40,40 mph
1,483,7062,"A simple line graph shows ice cream sales. In July, 60 ice creams were sold. How many were sold in July?",text_input,60,Sixty
1,483,7063,"A line graph tracks the growth of a sunflower. In Week 3, it was 30cm tall. How tall was it in Week 3?",text_input,30cm,30
1,483,7064,"A line graph shows the number of pupils in a club over 5 years. In 2021, there were 22 pupils. How many pupils were there in 2021?",text_input,22,Twenty-two
1,483,7065,"A line graph shows the weight of a puppy. At 4 months old, it weighed 8kg. What was its weight at 4 months?",text_input,8kg,8
1,483,7066,"A line graph tracks the score in a game. After 2 minutes, the score was 50 points. What was the score after 2 minutes?",text_input,50,Fifty
1,483,7067,"A line graph shows the number of fish in a pond. In January, there were 40 fish. How many fish were there in January?",text_input,40,Forty
1,483,7068,"A line graph shows the length of a shadow. At 11 am, the shadow was 100cm long. How long was the shadow at 11 am?",text_input,100cm,100
1,483,7069,"A line graph plots the number of steps taken. On Day 2, 5000 steps were taken. How many steps were taken on Day 2?",text_input,5000,"5,000"
1,483,7070,"A simple line graph shows the value of a comic book. In 2020, it was worth £5. What was its value in 2020?",text_input,5,£5
2,483,7071,A line graph shows temperatures. At 10 am it was 12°C and at 11 am it was 15°C. When was it warmer?,text_input,11:00 AM,11am
2,483,7072,A line graph tracks a plant's height. On Monday it was 6cm and on Tuesday it was 8cm. How much did it grow between Monday and Tuesday?,text_input,2cm,2
2,483,7073,"A line graph shows car park occupancy. At 9 am there were 30 cars, and at 10 am there were 40 cars. Which hour had fewer cars?",text_input,9:00 AM,9am
2,483,7074,A line graph shows rainfall. In April it was 50mm and in May it was 40mm. When was it drier?,text_input,May,
2,483,7075,"A graph shows goals scored. In Game 1 a team scored 2 goals, and in Game 2 they scored 3 goals. What is the total number of goals for these two games?",text_input,5,Five
2,483,7076,"A line graph shows John's savings. In Week 1 he had £10, in Week 2 he had £15. What is the difference between his savings in Week 2 and Week 1?",text_input,5,£5
2,483,7077,A graph shows the number of visitors to a shop. On Saturday there were 80 and on Sunday there were 70. On which day were there more visitors?,text_input,Saturday,
2,483,7078,"A line graph tracks the weight of a parcel. At the start it was 5kg, and after adding an item it was 7kg. How much weight was added?",text_input,2kg,2
2,483,7079,"A graph shows the number of pages read. On Day 1, 10 pages were read. On Day 2, 12 pages were read. What is the sum of pages read on both days?",text_input,22,Twenty-two
2,483,7080,A line graph shows temperatures. At noon it was 20°C and at 1 pm it was 18°C. When was it cooler?,text_input,1:00 PM,1pm
2,483,7081,"A line graph shows the number of birds in a tree. At 8 am there were 15 birds, at 9 am there were 12. What is the difference?",text_input,3,Three
2,483,7082,A graph shows ticket sales. 50 tickets were sold on Friday and 60 on Saturday. On which day were fewer tickets sold?,text_input,Friday,
2,483,7083,"A line graph tracks a car's journey. After 1 hour, it had travelled 40 miles. After 2 hours, it had travelled 80 miles. How far did it travel in the second hour?",text_input,40 miles,40
2,483,7084,A graph shows points scored. Team A scored 25 points and Team B scored 30 points. Which team scored more?,text_input,Team B,B
2,483,7085,A line graph shows a phone's battery level. At 2 pm it was 60% and at 3 pm it was 50%. How much did the battery drop in that hour?,text_input,10%,10
2,483,7086,A graph shows the number of apples sold. 30 were sold on Monday and 35 on Tuesday. What was the total for these two days?,text_input,65,Sixty-five
2,483,7087,"A line graph shows the height of a tide. At 6 am the tide was 2m high, and at 7 am it was 3m high. When was the tide lower?",text_input,6:00 AM,6am
2,483,7088,A graph shows the number of people in a cinema. At 7 pm there were 70 people. At 8 pm there were 90. What is the difference?,text_input,20,Twenty
2,483,7089,A line graph shows two friends' heights. Ben is 130cm and Sam is 135cm. Who is shorter?,text_input,Ben,
2,483,7090,A graph shows the value of a stock. It was £20 on Monday and £28 on Tuesday. How much did its value increase?,text_input,8,£8
2,483,7091,A line graph shows the number of fish caught. 8 were caught in the morning and 6 in the afternoon. What was the total number of fish caught?,text_input,14,Fourteen
2,483,7092,"A graph shows the speed of a runner. At 1 minute, the speed was 10 km/h. At 2 minutes, it was 12 km/h. When was the runner slower?",text_input,1 minute,1 min
2,483,7093,"A line graph shows the length of a shadow. At noon it was 50cm, and at 1 pm it was 60cm. By how much did the shadow grow?",text_input,10cm,10
2,483,7094,A graph shows the number of red and blue cars. There are 25 red cars and 22 blue cars. Which colour has more cars?,text_input,Red,red
2,483,7095,"A line graph shows the amount of water in a bath. At the start there were 80 litres. After 1 minute, there were 75 litres. How much water drained out?",text_input,5 litres,5
3,483,7096,"A line graph shows daily temperatures. Monday was 10°C, Tuesday was 15°C, and Wednesday was 12°C. What was the maximum temperature?",text_input,15,15°C
3,483,7097,"A graph shows a company's profit: Jan: £200, Feb: £300, Mar: £150. What was the minimum profit shown?",text_input,150,£150
3,483,7098,A line graph shows the temperature from 6 am to 10 am. The line is halfway between 8°C and 10°C at 7 am. What was the temperature at 7 am?,text_input,9,9°C
3,483,7099,"A graph shows a patient's temperature. It started at 37°C, rose to 39°C, and then fell to 38°C. What is the difference between the highest and lowest temperature shown?",text_input,2,2°C
3,483,7100,"A line graph shows rainfall (mm): Mon-10, Tue-5, Wed-12, Thu-8. What was the total rainfall for Monday and Tuesday?",text_input,15,15mm
3,483,7101,"A graph shows the number of visitors to a park: Sat - 250, Sun - 300, Mon - 100. What is the difference between the number of visitors on Saturday and Monday?",text_input,150,
3,483,7102,A line graph shows temperatures. At 1 am it was -2°C and at 2 am it was 1°C. What is the difference in temperature?,text_input,3,3°C
3,483,7103,"A graph shows the value of a model car: 2020: £50, 2021: £65, 2022: £80. What was the total increase in value from 2020 to 2022?",text_input,30,£30
3,483,7104,A line graph shows a point halfway between 50 and 60 on the y-axis. What is the value of this point?,text_input,55,Fifty-five
3,483,7105,"A graph shows the level of a river in winter. It started at -5cm, then rose to -1cm. By how much did the river level rise?",text_input,4,4cm
3,483,7106,"A line graph shows sales: Week 1 - 200, Week 2 - 150, Week 3 - 250, Week 4 - 200. In which week were sales at their minimum?",text_input,Week 2,2
3,483,7107,"A graph shows the number of apples on a tree: June - 0, July - 50, Aug - 150, Sep - 120. What was the maximum number of apples?",text_input,150,
3,483,7108,"A line graph shows a bank balance. It starts at £40, drops to £10, then rises to £30. What is the difference between the maximum and minimum balance?",text_input,30,£30
3,483,7109,A line graph showing temperature has a point at -4°C and another at 2°C. How many degrees warmer is the second point?,text_input,6,6°C
3,483,7110,"A graph shows the number of cars sold per month: Jan-12, Feb-18, Mar-15. What is the sum of cars sold in January and March?",text_input,27,Twenty-seven
3,483,7111,A line graph shows a point halfway between -10 and 0 on the y-axis. What is the value of this point?,text_input,-5,minus 5
3,483,7112,"A graph tracks a hiker's altitude. They start at 100m, climb to 350m, then descend to 250m. What is the maximum altitude reached?",text_input,350,350m
3,483,7113,"A line graph shows the number of people on a bus: Stop 1 - 10, Stop 2 - 18, Stop 3 - 15, Stop 4 - 22. What is the minimum number of people on the bus?",text_input,10,Ten
3,483,7114,A graph shows the depth of a submarine. It went from -20m to -50m. What was the change in depth?,text_input,30m down,-30m
3,483,7115,"A line graph shows the number of rainy days per month: Jan - 15, Feb - 12, Mar - 18. What is the difference between the rainiest and driest months shown?",text_input,6,Six
3,483,7116,A line graph shows a value halfway between 100 and 150. What is this value?,text_input,125,
3,483,7117,A graph shows a bank account balance going from £50 to -£10. What is the total difference?,text_input,60,£60
3,483,7118,"A line graph shows the scores of three games: Game 1 - 80, Game 2 - 65, Game 3 - 90. What was the score in the game with the minimum score?",text_input,65,Sixty-five
3,483,7119,"A line graph shows temperatures of -8°C, -3°C, and 1°C. What was the maximum temperature recorded?",text_input,1,1°C
3,483,7120,"A graph shows the number of tickets sold each hour: 1pm - 25, 2pm - 40, 3pm - 30. What is the sum of tickets sold at 1pm and 3pm?",text_input,55,Fifty-five
4,483,7121,"A line graph shows a company's profit. From January to March, the profit went from £1000 to £3000. Is this an increasing or decreasing trend?",text_input,Increasing,increase
4,483,7122,"A line graph shows the temperature from 8 am to 12 pm. The values are 10°C, 12°C, 15°C, 16°C. If this trend continues, what might the temperature be at 1 pm?",text_input,17°C,17
4,483,7123,A statement about a line graph says the value at 3 pm was 25. The graph shows the line is halfway between 20 and 30. Is the statement correct?,text_input,Yes,yes
4,483,7124,"A line graph shows rainfall: Jan-50mm, Feb-40mm, Mar-60mm, Apr-30mm. What is the difference between the total rainfall for Jan/Feb and Mar/Apr?",text_input,0,zero
4,483,7125,"A line graph shows the number of website visitors each hour: 10am-150, 11am-200, 12pm-250. Describe the trend.",text_input,Increasing,Going up
4,483,7126,"A graph shows a car's speed: 0s-0mph, 10s-30mph, 20s-60mph. If the car continues to accelerate at the same rate, what might its speed be at 30s?",text_input,90mph,90
4,483,7127,"A graph shows a candle's height: 0hr-20cm, 1hr-18cm, 2hr-16cm. Describe the trend.",text_input,Decreasing,Going down
4,483,7128,"A statement about a line graph of temperatures says the lowest temperature was -5°C. The data points are -2°C, -4°C, 1°C, and 0°C. Is the statement correct?",text_input,No,no
4,483,7129,"A line graph shows sales: 2020-£5000, 2021-£4000, 2022-£3000. If this trend continues, what might the sales be in 2023?",text_input,2000,£2000
4,483,7130,"A line graph shows plant heights: Week1-5cm, Week2-10cm, Week3-15cm. During which period was the growth rate constant?",text_input,The whole period,Week 1 to Week 3
4,483,7131,"A graph shows a bank balance: Mon-£50, Tue-£30, Wed-£60. A statement says the balance was always decreasing. Is this correct?",text_input,No,no
4,483,7132,"What is the total of all data points on a line graph showing scores of 120, 150, and 110?",text_input,380,
4,483,7133,A line graph shows the population of a village declining by 20 people each year. In 2020 it was 800. What would you predict the population to be in 2023?,text_input,740,
4,483,7134,"A graph shows visitor numbers: Mon-220, Tue-250, Wed-230, Thu-260. Between which two consecutive days was the increase the greatest?",text_input,Wednesday and Thursday,Wed-Thu
4,483,7135,"A graph shows visitor numbers: Mon-220, Tue-250, Wed-230, Thu-280. Between which two consecutive days was the increase the greatest?",text_input,Wednesday and Thursday,Wed-Thu
4,483,7136,"A statement says a line graph shows a steady increase. The data points are 10, 15, 18, 22. Is the statement of a *steady* increase correct?",text_input,No,no
4,483,7137,"A line graph shows the value of an investment: Year 1: £100, Year 2: £110, Year 3: £121. Is the amount of increase the same each year?",text_input,No,no
4,483,7138,"A graph of temperatures shows: -5°C, -2°C, 0°C, 1°C. What is the overall trend?",text_input,Increasing,Warming
4,483,7139,"A line graph shows a car journey. The distance from home is: 1hr-50km, 2hr-100km, 3hr-100km, 4hr-150km. What happened between hour 2 and 3?",text_input,The car stopped,It did not move
4,483,7140,"A graph shows profits: Q1: £10k, Q2: £15k, Q3: £12k, Q4: £18k. What is the difference between the sum of Q1/Q2 and the sum of Q3/Q4?",text_input,5000,£5000
4,483,7141,"A line graph shows a population of 500 in 2010, 600 in 2015, and 700 in 2020. What is the trend?",text_input,Increasing by 100 every 5 years,Steady increase
4,483,7142,"A graph shows water level: 1pm: 2.5m, 2pm: 2.0m, 3pm: 1.5m. Predict the water level at 4pm.",text_input,1.0m,1m
4,483,7143,"A statement about a graph showing scores (85, 90, 88) says the minimum score was 88. Is this correct?",text_input,No,no
4,483,7144,"A line graph shows the number of birds in a park. The number increases between January and March, then decreases to May. When was the number of birds at its peak?",text_input,March,
1,333,7147,A bar chart shows favourite fruits. The bar for 'Apple' goes up to the number 5 on the axis. How many people chose Apple?,text_input,5,
1,333,7148,"A pictogram shows pets. The key says 1 paw symbol (🐾) = 2 pets. For 'Dogs', there are 3 paw symbols. How many dogs are there?",text_input,6,
1,333,7149,A simple table lists colours and votes. The row for 'Blue' has the number 4 next to it. How many votes did Blue get?,text_input,4,
1,333,7150,A bar chart about favourite drinks has a bar for 'Water' that reaches the line marked 3. How many people chose water?,text_input,3,
1,333,7151,"In a pictogram, a circle (⚪) represents 10 votes. How many votes do 4 circles represent?",text_input,40,
1,333,7152,A table shows the number of children in different clubs. The 'Chess' club row shows the number 5. How many children are in the Chess club?,text_input,5,
1,333,7153,"A pictogram key says a star (⭐) = 5 points. If a team has ⭐⭐, how many points do they have?",text_input,10,
1,333,7154,A bar chart with a scale of 1 shows the number of books read. The bar for 'Sam' is 2 blocks high. How many books did Sam read?,text_input,2,
1,333,7155,"A simple table lists days of the week and rainfall in mm. For 'Monday', the value is 5. How much did it rain on Monday?",text_input,5mm,5
1,333,7156,"A pictogram of flowers uses a flower symbol (🌸) for every 2 flowers. If there are 3 symbols, how many flowers are there?",text_input,6,
1,333,7157,A bar chart shows favourite seasons. The bar for 'Winter' reaches the number 4. How many votes did Winter get?,text_input,4,
1,333,7158,The key for a pictogram is 1 smiley face (😊) = 10 people. How many people do 3 smiley faces represent?,text_input,30,
1,333,7159,"A table shows how many T-shirts of each colour were sold. For 'Red', the number is 5. How many red T-shirts were sold?",text_input,5,
1,333,7160,A bar chart shows cars counted. The 'Red Cars' bar goes up to the number 1 on the axis. How many red cars were counted?,text_input,1,
1,333,7161,A pictogram uses one triangle (▲) to show 5 trees. How many trees do 2 triangles show?,text_input,10,
1,333,7162,A table lists the number of pages in 3 books. Book A has 5 pages. How many pages does Book A have?,text_input,5,
1,333,7163,"A bar chart shows favourite sports. The 'Tennis' bar is 3 units high, and the scale is 1 unit per vote. How many votes for Tennis?",text_input,3,
1,333,7164,A pictogram's key is 1 square = 2 houses. How many houses do 4 squares represent?,text_input,8,
1,333,7165,A simple table shows the number of goals scored by 3 players. Ben scored 2 goals. How many goals did Ben score?,text_input,2,
1,333,7166,A pictogram shows coins saved. A coin symbol (💰) is worth £10. How much money do 5 symbols represent?,text_input,50,£50
1,333,7167,"A bar chart is being drawn with a scale of 2 votes per block. To show 4 votes, how many blocks high should the bar be?",text_input,2,
1,333,7168,A simple table shows the number of pets owned. The 'Fish' category has the number 4. How many fish are owned?,text_input,4,
1,333,7169,"A pictogram key states: 1 heart = 5 votes. If you see 3 hearts (❤️❤️❤️), how many votes does this represent?",text_input,15,
1,333,7170,"A bar chart is being made with a scale of 1 vote per block. To show 5 votes, how many blocks high does the bar need to be?",text_input,5,
1,333,7171,The key for a pictogram is 1 tree = 2 plants. A garden has 🌲🌲🌲🌲. How many plants is this?,text_input,8,
2,333,7172,A bar chart shows that 15 people like apples and 10 people like bananas. How many more people like apples?,text_input,5,
2,333,7173,"A pictogram shows ice cream sales. A cone symbol (🍦) stands for 5 sales. Vanilla has 4 cones, Chocolate has 3. How many fewer chocolate ice creams were sold?",text_input,5,
2,333,7174,"A table shows points scored: Team A has 20, Team B has 30. How many more points did Team B score?",text_input,10,
2,333,7175,A bar chart has a scale where each line represents 2 votes. A bar for 'Cats' reaches the line marked 8. How many votes did Cats get?,text_input,8,
2,333,7176,"A pictogram uses a book symbol (📚) for 10 books. English has 3 symbols, and Maths has 5. How many more Maths books are there?",text_input,20,
2,333,7177,"A table shows how many children play instruments. Piano: 12, Guitar: 18. How many fewer children play piano?",text_input,6,
2,333,7178,A bar chart shows that Class 1 read 25 books and Class 2 read 15. How many books did they read altogether?,text_input,40,
2,333,7179,A pictogram key shows a half circle represents 5 votes. What does a full circle represent?,text_input,10,
2,333,7180,"A bar chart shows votes for seasons. Summer has 15 votes, Winter has 5. How many more votes did Summer get?",text_input,10,
2,333,7181,A pictogram shows fruit sold. One apple symbol (🍎) equals 10 apples. A half apple symbol is used for pears. How many pears were sold?,text_input,5,
2,333,7182,"A table lists the number of sunny days. May had 14, June had 21. How many more sunny days were in June?",text_input,7,
2,333,7183,"A bar chart scale is in 5s (5, 10, 15...). The bar for 'Red' goes up to the line for 20. How many votes for Red?",text_input,20,
2,333,7184,A pictogram shows cars. A car symbol = 2 cars. There are 4 symbols for Ford and 7 for Fiat. How many more Fiats are there?,text_input,6,
2,333,7185,"A simple table shows the number of boys and girls in a class. Boys: 14, Girls: 16. What is the total number of children?",text_input,30,
2,333,7186,A pictogram shows flowers. 1 flower symbol = 5 flowers. There is half a symbol shown. How many flowers does it represent?,text_input,2.5,two and a half
2,333,7187,"A bar chart shows pets owned. The 'Dog' bar is 12 units high, the 'Cat' bar is 9 units high. How many fewer cats are there?",text_input,3,
2,333,7188,A table shows how many pupils walk to school (15) and cycle (8). How many more pupils walk than cycle?,text_input,7,
2,333,7189,A pictogram has a key where one star equals 10 votes. How many votes does a half star represent?,text_input,5,
2,333,7190,A bar chart shows favourite colours. Green got 18 votes and Yellow got 9. How many more votes did Green get?,text_input,9,
2,333,7191,"A table shows visitors to a museum. Saturday: 30, Sunday: 50. What was the total for the weekend?",text_input,80,
2,333,7192,A pictogram uses a football (⚽) to represent 4 goals. A team's row shows 3 and a half footballs. How many goals did they score?,text_input,14,
2,333,7193,A bar chart shows money saved. The scale is in steps of £10. The bar for 'January' goes up to the £40 line. How much was saved?,text_input,40,£40
2,333,7194,"A table shows TV watching time. Monday: 25 minutes, Tuesday: 40 minutes. How much less time was watched on Monday?",text_input,15,15 minutes
2,333,7195,A pictogram's key is 1 circle = 20 votes. A half circle is shown. How many votes does it represent?,text_input,10,
2,333,7196,A bar chart shows favourite hobbies. Reading got 22 votes and Gaming got 32. How many more people chose Gaming?,text_input,10,
3,333,7197,A two-way table shows children's favourite sports. 10 boys chose Football and 8 girls chose Football. What is the total number of children who chose Football?,text_input,18,
3,333,7198,"A bar chart has a scale in 10s (10, 20, 30). The bar for 'Apples' stops exactly halfway between 20 and 30. How many apples were there?",text_input,25,
3,333,7199,A pictogram shows points scored. A star is 8 points. One row has 4 and a half stars. How many points is that?,text_input,36,
3,333,7200,"A table shows visitors on three days: Mon 25, Tue 30, Wed 20. What is the total number of visitors?",text_input,75,
