ID,Question_Number,Module_ID,Module_Name,Year_Group,Strand,Substrand,Level,Difficulty_Score,Question_Type,Question_Text,Visual_Type,Question_Data_JSON,Correct_Answer,Answer_Type,Options_JSON,Hint,Tags,Generated_At,Parameters_JSON
N01_Y2_NPV_1761062682442_pk5ch6o10,1,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),4,82,text_input,"Fill in the missing numbers: 90, 100, 110, 120, ___, ___, 150, ___, 170, 180, 190, 200",text_input,"{""originalText"":""Fill in the missing numbers: 90, 100, 110, 120, ___, ___, 150, ___, 170, 180, 190, 200"",""type"":""sequence"",""sequence"":[90,100,110,120,150,170,180,190,200],""direction"":""forwards"",""stepSize"":2}","130,140,160",multi_part,,The pattern counts forwards in 10s,text_input; multi-part; number-and-place-value; year-2; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":200,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":12,""gaps_count"":3,""gap_position"":""random"",""tens_from_any"":true,""tens_range"":[0,200]}"
N01_Y2_NPV_1761062682442_8qtxkeaiw,2,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),4,82,text_input,"Fill in the missing numbers: 110, 100, 90, 80, ___, ___, 50, ___, 30, 20, 10, 0",text_input,"{""originalText"":""Fill in the missing numbers: 110, 100, 90, 80, ___, ___, 50, ___, 30, 20, 10, 0"",""type"":""sequence"",""sequence"":[110,100,90,80,50,30,20,10,0],""direction"":""forwards"",""stepSize"":2}","70,60,40",multi_part,,The pattern counts backwards in 10s,text_input; multi-part; number-and-place-value; year-2; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":200,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":12,""gaps_count"":3,""gap_position"":""random"",""tens_from_any"":true,""tens_range"":[0,200]}"
N01_Y2_NPV_1761062682442_dxmvuw03w,3,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),4,82,text_input,"What number comes next? 110, 100, 90, 80, 70, 60, 50, 40, 30, 20, 10, ___",text_input,"{""originalText"":""What number comes next? 110, 100, 90, 80, 70, 60, 50, 40, 30, 20, 10, ___"",""type"":""sequence"",""sequence"":[110,100,90,80,70,60,50,40,30,20,10],""direction"":""forwards"",""stepSize"":2}",0,numeric,,Count backwards in 10s,text_input; number-and-place-value; year-2; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":200,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":12,""gaps_count"":3,""gap_position"":""random"",""tens_from_any"":true,""tens_range"":[0,200]}"
N01_Y2_NPV_1761062682442_t0247uldf,4,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),4,82,multiple_choice,"Continue the pattern: 22, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2, ___",multiple_choice,"{""originalText"":""Continue the pattern: 22, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2, ___"",""type"":""sequence"",""sequence"":[22,20,18,16,14,12,10,8,6,4,2],""direction"":""forwards"",""stepSize"":2}",0,single_choice,"[0,1,2,-2]",Count backwards in 2s,multiple_choice; multiple-choice; number-and-place-value; year-2; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":200,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":12,""gaps_count"":3,""gap_position"":""random"",""tens_from_any"":true,""tens_range"":[0,200]}"
N01_Y2_NPV_1761062682442_0d30uavin,5,N01_Y2_NPV,N01_Y2_NPV: Counting in Steps,Year 2,Number and Place Value,Counting (in multiples),4,82,text_input,"What number comes next? 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, ___",text_input,"{""originalText"":""What number comes next? 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, ___"",""type"":""sequence"",""sequence"":[5,10,15,20,25,30,35,40,45,50,55],""direction"":""forwards"",""stepSize"":2}",60,numeric,,Count forwards in 5s,text_input; number-and-place-value; year-2; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[2,3,5,10],""min_value"":0,""max_value"":200,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":12,""gaps_count"":3,""gap_position"":""random"",""tens_from_any"":true,""tens_range"":[0,200]}"
N01_Y3_NPV_1761062682442_h5a4tix53,1,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),1,20,multiple_choice,"Continue the pattern: 0, 8, 16, 24, 32, ___",multiple_choice,"{""originalText"":""Continue the pattern: 0, 8, 16, 24, 32, ___"",""type"":""sequence"",""sequence"":[0,8,16,24,32],""direction"":""forwards"",""stepSize"":4}",40,single_choice,"[48,40,41,32]",Count forwards in 8s,multiple_choice; multiple-choice; number-and-place-value; year-3; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50],""min_value"":0,""max_value"":100,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end""}"
N01_Y3_NPV_1761062682442_bm5hh4q7i,2,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),1,20,multiple_choice,"Continue the pattern: 0, 50, 100, 150, 200, ___",multiple_choice,"{""originalText"":""Continue the pattern: 0, 50, 100, 150, 200, ___"",""type"":""sequence"",""sequence"":[0,50,100,150,200],""direction"":""forwards"",""stepSize"":4}",250,single_choice,"[300,200,250,251]",Count forwards in 50s,multiple_choice; multiple-choice; number-and-place-value; year-3; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50],""min_value"":0,""max_value"":100,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end""}"
N01_Y3_NPV_1761062682442_86b9khxen,3,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),1,20,text_input,"Fill in the missing number: 0, 8, 16, ___, 32, 40",text_input,"{""originalText"":""Fill in the missing number: 0, 8, 16, ___, 32, 40"",""type"":""sequence"",""sequence"":[0,8,16,32,40],""direction"":""forwards"",""stepSize"":4}",24,numeric,,The pattern counts forwards in 8s,text_input; number-and-place-value; year-3; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50],""min_value"":0,""max_value"":100,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end""}"
N01_Y3_NPV_1761062682442_dqk9vql7k,4,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),1,20,multiple_choice,"Continue the pattern: 0, 8, 16, 24, 32, ___",multiple_choice,"{""originalText"":""Continue the pattern: 0, 8, 16, 24, 32, ___"",""type"":""sequence"",""sequence"":[0,8,16,24,32],""direction"":""forwards"",""stepSize"":4}",40,single_choice,"[32,40,41,48]",Count forwards in 8s,multiple_choice; multiple-choice; number-and-place-value; year-3; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50],""min_value"":0,""max_value"":100,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end""}"
N01_Y3_NPV_1761062682442_7o2xopird,5,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),1,20,text_input,"Fill in the missing number: 0, 50, 100, ___, 200, 250",text_input,"{""originalText"":""Fill in the missing number: 0, 50, 100, ___, 200, 250"",""type"":""sequence"",""sequence"":[0,50,100,200,250],""direction"":""forwards"",""stepSize"":4}",150,numeric,,The pattern counts forwards in 50s,text_input; number-and-place-value; year-3; numbers-to-100,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50],""min_value"":0,""max_value"":100,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end""}"
N01_Y3_NPV_1761062682442_qu06o7qs4,1,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),2,42,multiple_choice,"Continue the pattern: 350, 300, 250, 200, 150, 100, 50, ___",multiple_choice,"{""originalText"":""Continue the pattern: 350, 300, 250, 200, 150, 100, 50, ___"",""type"":""sequence"",""sequence"":[350,300,250,200,150,100,50],""direction"":""forwards"",""stepSize"":4}",0,single_choice,"[50,0,1,-50]",Count backwards in 50s,multiple_choice; multiple-choice; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":400,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle""}"
N01_Y3_NPV_1761062682442_hs39u8mm5,2,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),2,42,text_input,"What number comes next? 400, 300, 200, 100, 0, -100, -200, ___",text_input,"{""originalText"":""What number comes next? 400, 300, 200, 100, 0, -100, -200, ___"",""type"":""sequence"",""sequence"":[400,300,200,100,0,-100,-200],""direction"":""forwards"",""stepSize"":4}",-300,numeric,,Count backwards in 100s,text_input; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":400,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle""}"
N01_Y3_NPV_1761062682442_xgw3fdon8,3,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),2,42,multiple_choice,"Continue the pattern: 400, 300, 200, 100, 0, -100, -200, ___",multiple_choice,"{""originalText"":""Continue the pattern: 400, 300, 200, 100, 0, -100, -200, ___"",""type"":""sequence"",""sequence"":[400,300,200,100,0,-100,-200],""direction"":""forwards"",""stepSize"":4}",-300,single_choice,"[-200,-299,-300,-400]",Count backwards in 100s,multiple_choice; multiple-choice; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":400,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle""}"
N01_Y3_NPV_1761062682442_j5o4d1b3e,4,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),2,42,text_input,"What number comes next? 4, 8, 12, 16, 20, 24, 28, ___",text_input,"{""originalText"":""What number comes next? 4, 8, 12, 16, 20, 24, 28, ___"",""type"":""sequence"",""sequence"":[4,8,12,16,20,24,28],""direction"":""forwards"",""stepSize"":4}",32,numeric,,Count forwards in 4s,text_input; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":400,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle""}"
N01_Y3_NPV_1761062682442_2ko59ieyc,5,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),2,42,text_input,"What number comes next? 24, 32, 40, 48, 56, 64, 72, ___",text_input,"{""originalText"":""What number comes next? 24, 32, 40, 48, 56, 64, 72, ___"",""type"":""sequence"",""sequence"":[24,32,40,48,56,64,72],""direction"":""forwards"",""stepSize"":4}",80,numeric,,Count forwards in 8s,text_input; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":400,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle""}"
N01_Y3_NPV_1761062682442_f72nl62lm,1,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),3,62,text_input,"Fill in the missing numbers: 100, ___, 200, 250, 300, 350, 400, 450, ___, 550",text_input,"{""originalText"":""Fill in the missing numbers: 100, ___, 200, 250, 300, 350, 400, 450, ___, 550"",""type"":""sequence"",""sequence"":[100,200,250,300,350,400,450,550],""direction"":""forwards"",""stepSize"":4}","150,500",multi_part,,The pattern counts forwards in 50s,text_input; multi-part; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":800,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":2,""gap_position"":""random""}"
N01_Y3_NPV_1761062682442_u6nqvtb5g,2,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),3,62,text_input,"Fill in the missing numbers: ___, 236, 232, 228, 224, 220, ___, 212, 208, 204",text_input,"{""originalText"":""Fill in the missing numbers: ___, 236, 232, 228, 224, 220, ___, 212, 208, 204"",""type"":""sequence"",""sequence"":[236,232,228,224,220,212,208,204],""direction"":""forwards"",""stepSize"":4}","240,216",multi_part,,The pattern counts backwards in 4s,text_input; multi-part; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":800,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":2,""gap_position"":""random""}"
N01_Y3_NPV_1761062682442_mbplgplrk,3,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),3,62,multiple_choice,"Continue the pattern: 0, 100, 200, 300, 400, 500, 600, 700, 800, ___",multiple_choice,"{""originalText"":""Continue the pattern: 0, 100, 200, 300, 400, 500, 600, 700, 800, ___"",""type"":""sequence"",""sequence"":[0,100,200,300,400,500,600,700,800],""direction"":""forwards"",""stepSize"":4}",900,single_choice,"[1000,901,800,900]",Count forwards in 100s,multiple_choice; multiple-choice; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":800,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":2,""gap_position"":""random""}"
N01_Y3_NPV_1761062682442_aobfqenzq,4,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),3,62,multiple_choice,"Continue the pattern: 0, 100, 200, 300, 400, 500, 600, 700, 800, ___",multiple_choice,"{""originalText"":""Continue the pattern: 0, 100, 200, 300, 400, 500, 600, 700, 800, ___"",""type"":""sequence"",""sequence"":[0,100,200,300,400,500,600,700,800],""direction"":""forwards"",""stepSize"":4}",900,single_choice,"[800,1000,901,900]",Count forwards in 100s,multiple_choice; multiple-choice; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":800,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":2,""gap_position"":""random""}"
N01_Y3_NPV_1761062682442_t21cf5tw9,5,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),3,62,text_input,"Fill in the missing numbers: 32, 36, 40, 44, 48, ___, ___, 60, 64, 68",text_input,"{""originalText"":""Fill in the missing numbers: 32, 36, 40, 44, 48, ___, ___, 60, 64, 68"",""type"":""sequence"",""sequence"":[32,36,40,44,48,60,64,68],""direction"":""forwards"",""stepSize"":4}","52,56",multi_part,,The pattern counts forwards in 4s,text_input; multi-part; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":800,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":10,""gaps_count"":2,""gap_position"":""random""}"
N01_Y3_NPV_1761062682442_yqql405az,1,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),4,82,text_input,"Fill in the missing numbers: 0, 100, 200, 300, 400, ___, 600, 700, ___, 900, ___, 1100",text_input,"{""originalText"":""Fill in the missing numbers: 0, 100, 200, 300, 400, ___, 600, 700, ___, 900, ___, 1100"",""type"":""sequence"",""sequence"":[0,100,200,300,400,600,700,900,1100],""direction"":""forwards"",""stepSize"":4}","500,800,1000",multi_part,,The pattern counts forwards in 100s,text_input; multi-part; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":1000,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":12,""gaps_count"":3,""gap_position"":""random""}"
N01_Y3_NPV_1761062682442_syavmx79s,2,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),4,82,multiple_choice,"Continue the pattern: 1000, 900, 800, 700, 600, 500, 400, 300, 200, 100, 0, ___",multiple_choice,"{""originalText"":""Continue the pattern: 1000, 900, 800, 700, 600, 500, 400, 300, 200, 100, 0, ___"",""type"":""sequence"",""sequence"":[1000,900,800,700,600,500,400,300,200,100,0],""direction"":""forwards"",""stepSize"":4}",-100,single_choice,"[-100,0,-99,-200]",Count backwards in 100s,multiple_choice; multiple-choice; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":1000,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":12,""gaps_count"":3,""gap_position"":""random""}"
N01_Y3_NPV_1761062682442_km75yxysc,3,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),4,82,text_input,"Fill in the missing numbers: 328, 324, ___, 316, 312, 308, 304, 300, ___, 292, ___, 284",text_input,"{""originalText"":""Fill in the missing numbers: 328, 324, ___, 316, 312, 308, 304, 300, ___, 292, ___, 284"",""type"":""sequence"",""sequence"":[328,324,316,312,308,304,300,292,284],""direction"":""forwards"",""stepSize"":4}","320,296,288",multi_part,,The pattern counts backwards in 4s,text_input; multi-part; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":1000,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":12,""gaps_count"":3,""gap_position"":""random""}"
N01_Y3_NPV_1761062682442_3thoipgvy,4,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),4,82,text_input,"Fill in the missing numbers: ___, 500, 450, 400, 350, 300, ___, 200, 150, ___, 50, 0",text_input,"{""originalText"":""Fill in the missing numbers: ___, 500, 450, 400, 350, 300, ___, 200, 150, ___, 50, 0"",""type"":""sequence"",""sequence"":[500,450,400,350,300,200,150,50,0],""direction"":""forwards"",""stepSize"":4}","550,250,100",multi_part,,The pattern counts backwards in 50s,text_input; multi-part; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":1000,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":12,""gaps_count"":3,""gap_position"":""random""}"
N01_Y3_NPV_1761062682442_w8eaht3aw,5,N01_Y3_NPV,N01_Y3_NPV: Counting from 0,Year 3,Number and Place Value,Counting (in multiples),4,82,multiple_choice,"Continue the pattern: 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, ___",multiple_choice,"{""originalText"":""Continue the pattern: 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, ___"",""type"":""sequence"",""sequence"":[80,88,96,104,112,120,128,136,144,152,160],""direction"":""forwards"",""stepSize"":4}",168,single_choice,"[169,168,176,160]",Count forwards in 8s,multiple_choice; multiple-choice; number-and-place-value; year-3; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[4,8,50,100],""min_value"":0,""max_value"":1000,""directions"":[""forwards"",""backwards""],""start_from"":""any"",""sequence_length"":12,""gaps_count"":3,""gap_position"":""random""}"
N01_Y4_NPV_1761062682442_4q1lxvnts,1,N01_Y4_NPV,N01_Y4_NPV: Count in Multiples,Year 4,Number and Place Value,Counting (in multiples),1,22,multiple_choice,"Continue the pattern: 0, 6, 12, 18, 24, ___",multiple_choice,"{""originalText"":""Continue the pattern: 0, 6, 12, 18, 24, ___"",""type"":""sequence"",""sequence"":[0,6,12,18,24],""direction"":""forwards"",""stepSize"":6}",30,single_choice,"[24,36,31,30]",Count forwards in 6s,multiple_choice; multiple-choice; number-and-place-value; year-4; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[6,7,9,25],""min_value"":0,""max_value"":200,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end""}"
N01_Y4_NPV_1761062682442_nwshauqph,2,N01_Y4_NPV,N01_Y4_NPV: Count in Multiples,Year 4,Number and Place Value,Counting (in multiples),1,22,text_input,"Fill in the missing number: 0, 25, 50, ___, 100, 125",text_input,"{""originalText"":""Fill in the missing number: 0, 25, 50, ___, 100, 125"",""type"":""sequence"",""sequence"":[0,25,50,100,125],""direction"":""forwards"",""stepSize"":6}",75,numeric,,The pattern counts forwards in 25s,text_input; number-and-place-value; year-4; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[6,7,9,25],""min_value"":0,""max_value"":200,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end""}"
N01_Y4_NPV_1761062682442_wd7wnlp3m,3,N01_Y4_NPV,N01_Y4_NPV: Count in Multiples,Year 4,Number and Place Value,Counting (in multiples),1,22,multiple_choice,"Continue the pattern: 0, 25, 50, 75, 100, ___",multiple_choice,"{""originalText"":""Continue the pattern: 0, 25, 50, 75, 100, ___"",""type"":""sequence"",""sequence"":[0,25,50,75,100],""direction"":""forwards"",""stepSize"":6}",125,single_choice,"[125,150,126,100]",Count forwards in 25s,multiple_choice; multiple-choice; number-and-place-value; year-4; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[6,7,9,25],""min_value"":0,""max_value"":200,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end""}"
N01_Y4_NPV_1761062682442_9di0ezqbo,4,N01_Y4_NPV,N01_Y4_NPV: Count in Multiples,Year 4,Number and Place Value,Counting (in multiples),1,22,multiple_choice,"Continue the pattern: 0, 6, 12, 18, 24, ___",multiple_choice,"{""originalText"":""Continue the pattern: 0, 6, 12, 18, 24, ___"",""type"":""sequence"",""sequence"":[0,6,12,18,24],""direction"":""forwards"",""stepSize"":6}",30,single_choice,"[30,36,24,31]",Count forwards in 6s,multiple_choice; multiple-choice; number-and-place-value; year-4; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[6,7,9,25],""min_value"":0,""max_value"":200,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end""}"
N01_Y4_NPV_1761062682442_cfar7ev5u,5,N01_Y4_NPV,N01_Y4_NPV: Count in Multiples,Year 4,Number and Place Value,Counting (in multiples),1,22,text_input,"Fill in the missing number: 0, 6, 12, ___, 24, 30",text_input,"{""originalText"":""Fill in the missing number: 0, 6, 12, ___, 24, 30"",""type"":""sequence"",""sequence"":[0,6,12,24,30],""direction"":""forwards"",""stepSize"":6}",18,numeric,,The pattern counts forwards in 6s,text_input; number-and-place-value; year-4; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[6,7,9,25],""min_value"":0,""max_value"":200,""directions"":[""forwards""],""start_from"":""zero_only"",""sequence_length"":6,""gaps_count"":1,""gap_position"":""end""}"
N01_Y4_NPV_1761062682442_6bdlbqbpq,1,N01_Y4_NPV,N01_Y4_NPV: Count in Multiples,Year 4,Number and Place Value,Counting (in multiples),2,42,text_input,"What number comes next? 18, 24, 30, 36, 42, 48, 54, ___",text_input,"{""originalText"":""What number comes next? 18, 24, 30, 36, 42, 48, 54, ___"",""type"":""sequence"",""sequence"":[18,24,30,36,42,48,54],""direction"":""forwards"",""stepSize"":6}",60,numeric,,Count forwards in 6s,text_input; number-and-place-value; year-4; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[6,7,9,25,1000],""min_value"":0,""max_value"":500,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle""}"
N01_Y4_NPV_1761062682442_2gkis2o4c,2,N01_Y4_NPV,N01_Y4_NPV: Count in Multiples,Year 4,Number and Place Value,Counting (in multiples),2,42,text_input,"Fill in the missing number: 500, -500, -1500, -2500, ___, -4500, -5500, -6500",text_input,"{""originalText"":""Fill in the missing number: 500, -500, -1500, -2500, ___, -4500, -5500, -6500"",""type"":""sequence"",""sequence"":[500,-500,-1500,-2500,-4500,-5500,-6500],""direction"":""forwards"",""stepSize"":6}",-3500,numeric,,The pattern counts backwards in 1000s,text_input; number-and-place-value; year-4; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[6,7,9,25,1000],""min_value"":0,""max_value"":500,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle""}"
N01_Y4_NPV_1761062682442_mvsphdh84,3,N01_Y4_NPV,N01_Y4_NPV: Count in Multiples,Year 4,Number and Place Value,Counting (in multiples),2,42,multiple_choice,"Continue the pattern: 9, 18, 27, 36, 45, 54, 63, ___",multiple_choice,"{""originalText"":""Continue the pattern: 9, 18, 27, 36, 45, 54, 63, ___"",""type"":""sequence"",""sequence"":[9,18,27,36,45,54,63],""direction"":""forwards"",""stepSize"":6}",72,single_choice,"[73,63,81,72]",Count forwards in 9s,multiple_choice; multiple-choice; number-and-place-value; year-4; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[6,7,9,25,1000],""min_value"":0,""max_value"":500,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle""}"
N01_Y4_NPV_1761062682442_qf61r9lmi,4,N01_Y4_NPV,N01_Y4_NPV: Count in Multiples,Year 4,Number and Place Value,Counting (in multiples),2,42,text_input,"What number comes next? 500, -500, -1500, -2500, -3500, -4500, -5500, ___",text_input,"{""originalText"":""What number comes next? 500, -500, -1500, -2500, -3500, -4500, -5500, ___"",""type"":""sequence"",""sequence"":[500,-500,-1500,-2500,-3500,-4500,-5500],""direction"":""forwards"",""stepSize"":6}",-6500,numeric,,Count backwards in 1000s,text_input; number-and-place-value; year-4; numbers-to-1000,2025-10-21T16:04:42.442Z,"{""step_sizes"":[6,7,9,25,1000],""min_value"":0,""max_value"":500,""directions"":[""forwards"",""backwards""],""start_from"":""zero_or_multiple"",""sequence_length"":8,""gaps_count"":1,""gap_position"":""middle""}"
